Customer_ID,Order_ID,Date,Product_Category,Region,Sales_Channel,Quantity,Unit_Price,Total_Revenue,Profit_Margin,Net_Profit
CUST-00005,100023,2023-04-07,Laptops,North America,Online,3,1548.4,4645.2,0.17,789.68
CUST-00005,100022,2023-05-26,Smartphones,North America,Distributor,3,1052.37,3157.11,0.36,1136.56
CUST-00005,100021,2023-09-05,Wearables,North America,Distributor,1,327.12,327.12,0.21,68.7
CUST-00005,100020,2023-11-29,Wearables,North America,Distributor,1,336.7,336.7,0.17,57.24
CUST-00005,100019,2024-01-23,Laptops,North America,Distributor,2,1761.78,3523.56,0.33,1162.77
CUST-00006,100029,2024-02-24,Smartphones,Asia,Distributor,3,432.35,1297.05,0.36,466.94
CUST-00006,100028,2024-03-23,Wearables,Asia,In-Store,1,310.95,310.95,0.22,68.41
CUST-00006,100027,2024-04-09,Wearables,Asia,Online,1,202.54,202.54,0.44,89.12
CUST-00007,100031,2024-10-14,Smartphones,Asia,Distributor,1,806.86,806.86,0.42,338.88
CUST-00007,100030,2024-12-19,Laptops,Asia,Distributor,1,921.89,921.89,0.42,387.19
CUST-00008,100038,2022-08-30,Wearables,Europe,Online,3,132.69,398.07,0.31,123.4
CUST-00008,100037,2022-09-16,Wearables,Europe,In-Store,2,80.17,160.34,0.26,41.69
CUST-00008,100036,2022-10-27,Smartphones,Europe,Online,1,654.4,654.4,0.18,117.79
CUST-00008,100035,2023-02-10,Wearables,Europe,Online,2,362.65,725.3,0.25,181.32
CUST-00008,100034,2023-03-02,Smartphones,Europe,Distributor,2,1046.5,2093.0,0.34,711.62
CUST-00008,100033,2023-05-21,Wearables,Europe,Distributor,3,172.72,518.16,0.2,103.63
CUST-00008,100032,2023-06-17,Accessories,Europe,In-Store,1,90.18,90.18,0.21,18.94
CUST-00009,100043,2023-08-16,Smartphones,Europe,Distributor,1,1198.19,1198.19,0.23,275.58
CUST-00009,100042,2023-12-09,Wearables,Europe,Online,2,302.82,605.64,0.36,218.03
CUST-00009,100041,2024-01-04,Accessories,Europe,Online,1,28.44,28.44,0.23,6.54
CUST-00009,100040,2024-05-02,Accessories,Europe,In-Store,3,62.02,186.06,0.31,57.68
CUST-00009,100039,2024-08-03,Wearables,Europe,Online,1,118.36,118.36,0.25,29.59
CUST-00010,100045,2025-01-19,Accessories,Asia,In-Store,3,108.49,325.47,0.31,100.9
CUST-00010,100044,2025-02-03,Accessories,Asia,Distributor,2,24.3,48.6,0.25,12.15
CUST-00011,100053,2022-03-15,Accessories,Europe,Distributor,2,128.9,257.8,0.35,90.23
CUST-00011,100052,2022-05-07,Accessories,Europe,Distributor,3,42.67,128.01,0.36,46.08
CUST-00011,100051,2022-06-10,Laptops,Europe,In-Store,3,1482.26,4446.78,0.39,1734.24
CUST-00011,100050,2022-07-30,Accessories,Europe,Distributor,1,131.59,131.59,0.25,32.9
CUST-00011,100049,2022-11-01,Smartphones,Europe,Distributor,1,520.57,520.57,0.3,156.17
CUST-00011,100048,2022-12-01,Smartphones,Europe,Distributor,2,906.82,1813.64,0.31,562.23
CUST-00011,100047,2023-02-22,Laptops,Europe,Online,3,966.38,2899.14,0.39,1130.66
CUST-00011,100046,2023-05-22,Accessories,Europe,Online,2,51.47,102.94,0.35,36.03
CUST-00012,100054,2024-07-20,Laptops,Asia,Distributor,2,1717.16,3434.32,0.41,1408.07
CUST-00013,100061,2023-11-17,Smartphones,North America,Distributor,1,404.05,404.05,0.2,80.81
CUST-00013,100060,2024-03-09,Wearables,North America,Distributor,2,82.94,165.88,0.18,29.86
CUST-00013,100059,2024-07-05,Laptops,North America,Distributor,3,1729.2,5187.6,0.39,2023.16
CUST-00013,100058,2024-08-21,Smartphones,North America,In-Store,3,1085.06,3255.18,0.27,878.9
CUST-00013,100057,2024-09-23,Wearables,North America,In-Store,3,140.39,421.17,0.23,96.87
CUST-00013,100056,2024-11-13,Wearables,North America,Online,1,109.79,109.79,0.42,46.11
CUST-00013,100055,2024-11-29,Wearables,North America,Distributor,2,394.29,788.58,0.3,236.57
CUST-00014,100063,2024-06-10,Smartphones,North America,Online,1,414.46,414.46,0.3,124.34
CUST-00014,100062,2024-10-02,Wearables,North America,Distributor,2,223.5,447.0,0.45,201.15
CUST-00015,100067,2024-10-14,Laptops,Asia,Online,3,1177.83,3533.49,0.26,918.71
CUST-00015,100066,2024-11-05,Wearables,Asia,In-Store,2,393.25,786.5,0.3,235.95
CUST-00015,100065,2024-12-19,Laptops,Asia,Distributor,3,1104.49,3313.47,0.23,762.1
CUST-00015,100064,2025-02-19,Smartphones,Asia,Distributor,3,976.75,2930.25,0.24,703.26
CUST-00016,100071,2023-04-06,Accessories,Asia,Online,1,143.9,143.9,0.25,35.98
CUST-00016,100070,2023-07-28,Laptops,Asia,Online,2,1749.32,3498.64,0.42,1469.43
CUST-00016,100069,2023-08-28,Smartphones,Asia,Distributor,3,857.6,2572.8,0.38,977.66
CUST-00016,100068,2023-11-11,Smartphones,Asia,Online,3,794.01,2382.03,0.21,500.23
CUST-00017,100076,2022-08-09,Wearables,Europe,In-Store,3,396.82,1190.46,0.19,226.19
CUST-00017,100075,2022-09-24,Smartphones,Europe,Distributor,3,856.05,2568.15,0.18,462.27
CUST-00017,100074,2022-12-05,Accessories,Europe,Online,2,92.38,184.76,0.43,79.45
CUST-00017,100073,2023-02-24,Smartphones,Europe,In-Store,1,708.08,708.08,0.41,290.31
CUST-00017,100072,2023-05-12,Accessories,Europe,Distributor,3,145.27,435.81,0.41,178.68
CUST-00018,100078,2024-03-01,Smartphones,Asia,Online,3,967.13,2901.39,0.32,928.44
CUST-00018,100077,2024-03-24,Accessories,Asia,Online,2,61.93,123.86,0.4,49.54
CUST-00019,100085,2023-02-03,Wearables,North America,Online,2,160.08,320.16,0.16,51.23
CUST-00019,100084,2023-04-16,Laptops,North America,Online,3,1780.02,5340.06,0.4,2136.02
CUST-00019,100083,2023-06-27,Laptops,North America,Online,3,1439.23,4317.69,0.25,1079.42
CUST-00019,100082,2023-09-15,Laptops,North America,Distributor,3,1071.79,3215.37,0.26,836.0
CUST-00019,100081,2023-10-13,Smartphones,North America,Online,1,456.75,456.75,0.27,123.32
CUST-00019,100080,2023-11-16,Smartphones,North America,Distributor,2,404.15,808.3,0.34,274.82
CUST-00019,100079,2023-12-13,Laptops,North America,Distributor,2,1591.12,3182.24,0.41,1304.72
CUST-00020,100091,2022-10-30,Laptops,Europe,Distributor,3,975.95,2927.85,0.21,614.85
CUST-00020,100090,2023-01-10,Smartphones,Europe,Online,1,719.06,719.06,0.28,201.34
CUST-00020,100089,2023-02-12,Accessories,Europe,In-Store,1,146.04,146.04,0.36,52.57
CUST-00020,100088,2023-04-19,Accessories,Europe,Online,2,90.28,180.56,0.34,61.39
CUST-00020,100087,2023-08-07,Smartphones,Europe,Distributor,1,765.81,765.81,0.4,306.32
CUST-00020,100086,2023-10-13,Accessories,Europe,Online,3,36.52,109.56,0.31,33.96
CUST-00021,100098,2023-02-10,Smartphones,Africa,Online,1,475.33,475.33,0.24,114.08
CUST-00021,100097,2023-05-13,Wearables,Africa,Online,3,322.51,967.53,0.15,145.13
CUST-00021,100096,2023-06-12,Accessories,Africa,Distributor,1,74.55,74.55,0.22,16.4
CUST-00021,100095,2023-07-18,Laptops,Africa,Online,1,1511.69,1511.69,0.32,483.74
CUST-00021,100094,2023-08-17,Laptops,Africa,Distributor,1,1426.22,1426.22,0.23,328.03
CUST-00021,100093,2023-10-18,Accessories,Africa,Distributor,2,40.34,80.68,0.23,18.56
CUST-00021,100092,2023-12-29,Accessories,Africa,In-Store,3,110.48,331.44,0.27,89.49
CUST-00022,100102,2023-10-24,Smartphones,Europe,Online,2,608.71,1217.42,0.15,182.61
CUST-00022,100101,2024-01-15,Wearables,Europe,In-Store,1,207.52,207.52,0.33,68.48
CUST-00022,100100,2024-05-02,Accessories,Europe,Online,1,81.55,81.55,0.2,16.31
CUST-00022,100099,2024-07-03,Accessories,Europe,Online,1,81.64,81.64,0.18,14.7
CUST-00023,100104,2024-06-17,Laptops,Africa,Online,3,1738.68,5216.04,0.41,2138.58
CUST-00023,100103,2024-07-17,Laptops,Africa,Online,1,1293.32,1293.32,0.36,465.6
CUST-00024,100107,2023-01-17,Accessories,Europe,Online,1,104.69,104.69,0.21,21.98
CUST-00024,100106,2023-04-06,Accessories,Europe,Online,3,126.68,380.04,0.34,129.21
CUST-00024,100105,2023-06-20,Accessories,Europe,In-Store,2,94.54,189.08,0.19,35.93
CUST-00025,100112,2023-04-02,Smartphones,Europe,In-Store,1,431.35,431.35,0.28,120.78
CUST-00025,100111,2023-06-30,Accessories,Europe,Online,3,35.36,106.08,0.36,38.19
CUST-00025,100110,2023-10-27,Wearables,Europe,In-Store,2,87.45,174.9,0.39,68.21
CUST-00025,100109,2023-12-06,Wearables,Europe,In-Store,3,102.78,308.34,0.25,77.08
CUST-00025,100108,2024-01-24,Laptops,Europe,In-Store,3,1114.98,3344.94,0.16,535.19
CUST-00026,100114,2022-12-28,Wearables,Europe,Online,3,212.04,636.12,0.26,165.39
CUST-00026,100113,2023-03-01,Laptops,Europe,Distributor,1,1525.68,1525.68,0.39,595.02
CUST-00027,100122,2023-03-29,Smartphones,North America,Distributor,3,570.18,1710.54,0.43,735.53
CUST-00027,100121,2023-06-03,Laptops,North America,Distributor,1,800.87,800.87,0.33,264.29
CUST-00027,100120,2023-07-03,Smartphones,North America,In-Store,2,941.42,1882.84,0.29,546.02
CUST-00027,100119,2023-09-26,Laptops,North America,Distributor,1,1695.92,1695.92,0.18,305.27
CUST-00027,100118,2024-01-18,Laptops,North America,Distributor,2,1027.4,2054.8,0.18,369.86
CUST-00027,100117,2024-04-30,Laptops,North America,Online,1,1287.76,1287.76,0.3,386.33
CUST-00027,100116,2024-06-13,Smartphones,North America,Online,1,991.93,991.93,0.22,218.22
CUST-00027,100115,2024-08-21,Accessories,North America,Distributor,3,141.0,423.0,0.41,173.43
CUST-00028,100123,2024-09-26,Laptops,North America,In-Store,3,800.33,2400.99,0.3,720.3
CUST-00029,100129,2022-11-17,Wearables,Asia,Online,1,154.63,154.63,0.32,49.48
CUST-00029,100128,2022-12-30,Wearables,Asia,In-Store,2,365.41,730.82,0.19,138.86
CUST-00029,100127,2023-01-22,Smartphones,Asia,Distributor,3,740.87,2222.61,0.22,488.97
CUST-00029,100126,2023-05-18,Wearables,Asia,In-Store,2,347.83,695.66,0.41,285.22
CUST-00029,100125,2023-06-10,Wearables,Asia,Online,3,305.87,917.61,0.44,403.75
CUST-00029,100124,2023-09-25,Smartphones,Asia,Distributor,3,444.7,1334.1,0.37,493.62
CUST-00030,100135,2023-05-30,Wearables,North America,Online,3,287.75,863.25,0.37,319.4
CUST-00030,100134,2023-08-13,Smartphones,North America,In-Store,2,445.04,890.08,0.19,169.12
CUST-00030,100133,2023-11-27,Wearables,North America,Online,2,237.64,475.28,0.15,71.29
CUST-00030,100132,2024-01-19,Wearables,North America,Online,3,215.75,647.25,0.42,271.84
CUST-00030,100131,2024-03-27,Smartphones,North America,Distributor,2,966.54,1933.08,0.29,560.59
CUST-00030,100130,2024-04-14,Laptops,North America,Online,1,1741.97,1741.97,0.45,783.89
CUST-00031,100139,2024-02-29,Laptops,Africa,Online,2,1717.11,3434.22,0.43,1476.71
CUST-00031,100138,2024-04-04,Wearables,Africa,Distributor,1,390.36,390.36,0.16,62.46
CUST-00031,100137,2024-06-01,Laptops,Africa,Distributor,1,945.96,945.96,0.44,416.22
CUST-00031,100136,2024-07-10,Wearables,Africa,Distributor,2,208.07,416.14,0.29,120.68
CUST-00032,100142,2022-10-24,Wearables,Asia,Distributor,2,202.94,405.88,0.37,150.18
CUST-00032,100141,2022-12-31,Smartphones,Asia,In-Store,1,956.6,956.6,0.29,277.41
CUST-00032,100140,2023-04-29,Laptops,Asia,Distributor,3,1766.23,5298.69,0.31,1642.59
CUST-00033,100146,2024-03-01,Laptops,Europe,Online,1,985.94,985.94,0.29,285.92
CUST-00033,100145,2024-06-24,Accessories,Europe,In-Store,2,49.82,99.64,0.23,22.92
CUST-00033,100144,2024-10-06,Wearables,Europe,Distributor,1,168.76,168.76,0.21,35.44
CUST-00033,100143,2025-01-04,Wearables,Europe,Online,2,384.13,768.26,0.42,322.67
CUST-00034,100147,2023-10-11,Laptops,Africa,Online,1,1040.48,1040.48,0.39,405.79
CUST-00035,100155,2024-05-11,Laptops,Asia,In-Store,1,762.01,762.01,0.41,312.42
CUST-00035,100154,2024-05-26,Smartphones,Asia,Distributor,1,774.95,774.95,0.27,209.24
CUST-00035,100153,2024-08-25,Laptops,Asia,Distributor,1,1766.91,1766.91,0.4,706.76
CUST-00035,100152,2024-11-10,Laptops,Asia,Online,3,865.46,2596.38,0.33,856.81
CUST-00035,100151,2024-12-12,Accessories,Asia,Distributor,3,73.46,220.38,0.38,83.74
CUST-00035,100150,2024-12-31,Accessories,Asia,Distributor,2,30.76,61.52,0.41,25.22
CUST-00035,100149,2025-02-08,Wearables,Asia,Online,2,213.32,426.64,0.32,136.52
CUST-00035,100148,2025-02-28,Smartphones,Asia,Distributor,1,506.55,506.55,0.17,86.11
CUST-00036,100160,2023-08-01,Smartphones,Europe,Distributor,1,1005.6,1005.6,0.16,160.9
CUST-00036,100159,2023-10-19,Smartphones,Europe,Distributor,3,619.79,1859.37,0.21,390.47
CUST-00036,100158,2023-11-03,Laptops,Europe,In-Store,1,965.19,965.19,0.21,202.69
CUST-00036,100157,2024-02-08,Wearables,Europe,In-Store,1,312.36,312.36,0.38,118.7
CUST-00036,100156,2024-03-16,Smartphones,Europe,Online,3,999.93,2999.79,0.42,1259.91
CUST-00037,100168,2022-10-21,Smartphones,North America,Distributor,1,1026.92,1026.92,0.27,277.27
CUST-00037,100167,2022-12-12,Smartphones,North America,In-Store,3,472.8,1418.4,0.37,524.81
CUST-00037,100166,2023-03-15,Wearables,North America,In-Store,2,274.59,549.18,0.34,186.72
CUST-00037,100165,2023-07-05,Smartphones,North America,Distributor,3,570.37,1711.11,0.19,325.11
CUST-00037,100164,2023-09-23,Accessories,North America,Online,3,118.17,354.51,0.34,120.53
CUST-00037,100163,2023-11-23,Smartphones,North America,Online,2,1101.32,2202.64,0.27,594.71
CUST-00037,100162,2023-12-12,Smartphones,North America,Online,3,646.22,1938.66,0.39,756.08
CUST-00037,100161,2023-12-29,Accessories,North America,Distributor,3,107.3,321.9,0.31,99.79
CUST-00038,100169,2024-01-27,Laptops,North America,In-Store,1,1576.12,1576.12,0.29,457.07
CUST-00039,100171,2023-06-06,Wearables,Europe,Online,2,237.64,475.28,0.25,118.82
CUST-00039,100170,2023-07-24,Accessories,Europe,In-Store,1,53.57,53.57,0.29,15.54
CUST-00040,100179,2021-12-26,Smartphones,Europe,Distributor,1,657.27,657.27,0.18,118.31
CUST-00040,100178,2022-04-09,Laptops,Europe,In-Store,2,1683.64,3367.28,0.19,639.78
CUST-00040,100177,2022-05-05,Wearables,Europe,Online,1,255.59,255.59,0.31,79.23
CUST-00040,100176,2022-06-10,Accessories,Europe,Distributor,1,64.86,64.86,0.25,16.21
CUST-00040,100175,2022-07-15,Wearables,Europe,Distributor,2,272.62,545.24,0.22,119.95
CUST-00040,100174,2022-10-30,Laptops,Europe,In-Store,1,1686.47,1686.47,0.29,489.08
CUST-00040,100173,2022-11-17,Wearables,Europe,In-Store,3,208.1,624.3,0.36,224.75
CUST-00040,100172,2023-01-25,Smartphones,Europe,In-Store,3,460.69,1382.07,0.19,262.59
CUST-00041,100180,2023-02-09,Laptops,Asia,Distributor,2,789.93,1579.86,0.41,647.74
CUST-00042,100188,2023-03-03,Wearables,Africa,Distributor,1,315.97,315.97,0.2,63.19
CUST-00042,100187,2023-05-20,Accessories,Africa,Online,2,66.04,132.08,0.27,35.66
CUST-00042,100186,2023-06-21,Smartphones,Africa,In-Store,3,1075.55,3226.65,0.37,1193.86
CUST-00042,100185,2023-07-08,Accessories,Africa,Online,2,39.21,78.42,0.19,14.9
CUST-00042,100184,2023-08-17,Laptops,Africa,Distributor,3,1284.39,3853.17,0.37,1425.67
CUST-00042,100183,2023-09-28,Smartphones,Africa,In-Store,3,1139.23,3417.69,0.22,751.89
CUST-00042,100182,2023-11-28,Laptops,Africa,In-Store,1,1357.01,1357.01,0.45,610.65
CUST-00042,100181,2023-12-20,Wearables,Africa,In-Store,1,80.83,80.83,0.41,33.14
CUST-00043,100189,2024-11-10,Laptops,Asia,Distributor,1,932.59,932.59,0.25,233.15
CUST-00044,100190,2024-06-03,Wearables,Asia,Distributor,1,189.74,189.74,0.29,55.02
CUST-00045,100193,2023-05-18,Smartphones,Africa,Online,2,627.02,1254.04,0.26,326.05
CUST-00045,100192,2023-08-23,Wearables,Africa,Distributor,2,258.48,516.96,0.33,170.6
CUST-00045,100191,2023-12-01,Accessories,Africa,Distributor,1,84.8,84.8,0.18,15.26
CUST-00046,100201,2023-07-02,Accessories,Africa,In-Store,2,106.92,213.84,0.43,91.95
CUST-00046,100200,2023-10-18,Wearables,Africa,In-Store,3,356.96,1070.88,0.4,428.35
CUST-00046,100199,2024-01-06,Accessories,Africa,Distributor,1,147.71,147.71,0.18,26.59
CUST-00046,100198,2024-02-20,Wearables,Africa,Online,3,349.54,1048.62,0.17,178.27
CUST-00046,100197,2024-03-29,Laptops,Africa,In-Store,3,796.68,2390.04,0.39,932.12
CUST-00046,100196,2024-07-15,Wearables,Africa,In-Store,2,196.91,393.82,0.3,118.15
CUST-00046,100195,2024-08-19,Smartphones,Africa,Distributor,1,1146.95,1146.95,0.15,172.04
CUST-00046,100194,2024-11-11,Accessories,Africa,Distributor,2,51.77,103.54,0.3,31.06
CUST-00047,100204,2023-11-25,Laptops,Europe,In-Store,1,1282.82,1282.82,0.36,461.82
CUST-00047,100203,2024-03-15,Smartphones,Europe,Distributor,2,658.94,1317.88,0.28,369.01
CUST-00047,100202,2024-06-07,Accessories,Europe,Distributor,2,56.4,112.8,0.38,42.86
CUST-00048,100212,2022-01-06,Smartphones,Asia,Distributor,1,984.69,984.69,0.43,423.42
CUST-00048,100211,2022-04-08,Accessories,Asia,Distributor,1,127.98,127.98,0.44,56.31
CUST-00048,100210,2022-06-10,Laptops,Asia,In-Store,2,1153.03,2306.06,0.25,576.51
CUST-00048,100209,2022-07-09,Smartphones,Asia,In-Store,1,402.17,402.17,0.19,76.41
CUST-00048,100208,2022-09-24,Laptops,Asia,Online,1,1453.03,1453.03,0.18,261.55
CUST-00048,100207,2022-10-10,Smartphones,Asia,Online,2,838.88,1677.76,0.31,520.11
CUST-00048,100206,2022-12-13,Wearables,Asia,Online,1,250.43,250.43,0.17,42.57
CUST-00048,100205,2023-04-06,Smartphones,Asia,Distributor,2,864.99,1729.98,0.2,346.0
CUST-00049,100215,2024-02-09,Laptops,Africa,Online,2,1607.65,3215.3,0.21,675.21
CUST-00049,100214,2024-03-08,Smartphones,Africa,Distributor,1,511.82,511.82,0.39,199.61
CUST-00049,100213,2024-05-21,Accessories,Africa,Online,3,140.44,421.32,0.37,155.89
CUST-00050,100218,2023-02-20,Smartphones,Africa,Online,2,1119.73,2239.46,0.34,761.42
CUST-00050,100217,2023-06-18,Accessories,Africa,Online,1,108.79,108.79,0.29,31.55
CUST-00050,100216,2023-08-13,Smartphones,Africa,Distributor,2,818.45,1636.9,0.26,425.59
CUST-00051,100225,2021-10-27,Wearables,Africa,Distributor,1,159.52,159.52,0.37,59.02
CUST-00051,100224,2022-02-15,Wearables,Africa,Online,3,332.35,997.05,0.2,199.41
CUST-00051,100223,2022-06-12,Accessories,Africa,In-Store,3,100.61,301.83,0.31,93.57
CUST-00051,100222,2022-07-11,Accessories,Africa,Online,3,114.97,344.91,0.36,124.17
CUST-00051,100221,2022-09-30,Accessories,Africa,Distributor,3,90.57,271.71,0.28,76.08
CUST-00051,100220,2023-01-26,Wearables,Africa,In-Store,3,202.85,608.55,0.31,188.65
CUST-00051,100219,2023-05-17,Accessories,Africa,Distributor,3,85.35,256.05,0.22,56.33
CUST-00052,100231,2023-09-22,Laptops,Africa,Online,2,976.98,1953.96,0.25,488.49
CUST-00052,100230,2023-11-11,Wearables,Africa,Distributor,2,83.9,167.8,0.33,55.37
CUST-00052,100229,2024-01-09,Wearables,Africa,In-Store,1,235.63,235.63,0.27,63.62
CUST-00052,100228,2024-02-21,Wearables,Africa,Online,1,120.8,120.8,0.27,32.62
CUST-00052,100227,2024-06-14,Accessories,Africa,Online,2,126.76,253.52,0.18,45.63
CUST-00052,100226,2024-10-03,Smartphones,Africa,In-Store,2,1009.97,2019.94,0.41,828.18
CUST-00053,100237,2022-05-10,Accessories,Europe,In-Store,3,98.87,296.61,0.28,83.05
CUST-00053,100236,2022-08-24,Wearables,Europe,Distributor,1,375.2,375.2,0.36,135.07
CUST-00053,100235,2022-12-16,Accessories,Europe,In-Store,3,114.39,343.17,0.33,113.25
CUST-00053,100234,2023-04-06,Smartphones,Europe,Online,1,511.29,511.29,0.18,92.03
CUST-00053,100233,2023-07-19,Smartphones,Europe,Distributor,3,630.34,1891.02,0.33,624.04
CUST-00053,100232,2023-08-25,Accessories,Europe,Distributor,2,64.53,129.06,0.22,28.39
CUST-00054,100243,2022-09-10,Accessories,North America,Distributor,1,34.85,34.85,0.27,9.41
CUST-00054,100242,2022-10-20,Wearables,North America,In-Store,1,187.26,187.26,0.39,73.03
CUST-00054,100241,2023-01-15,Laptops,North America,In-Store,3,1350.4,4051.2,0.27,1093.82
CUST-00054,100240,2023-03-25,Accessories,North America,In-Store,3,139.71,419.13,0.41,171.84
CUST-00054,100239,2023-06-01,Laptops,North America,Distributor,1,1783.33,1783.33,0.4,713.33
CUST-00054,100238,2023-07-31,Accessories,North America,In-Store,1,140.32,140.32,0.29,40.69
CUST-00055,100246,2024-01-22,Laptops,Europe,In-Store,2,894.03,1788.06,0.3,536.42
CUST-00055,100245,2024-03-27,Accessories,Europe,In-Store,3,78.79,236.37,0.22,52.0
CUST-00055,100244,2024-05-14,Smartphones,Europe,In-Store,2,677.08,1354.16,0.25,338.54
CUST-00056,100251,2024-03-24,Laptops,Asia,Online,1,1137.05,1137.05,0.28,318.37
CUST-00056,100250,2024-04-08,Laptops,Asia,In-Store,3,1796.56,5389.68,0.3,1616.9
CUST-00056,100249,2024-07-17,Smartphones,Asia,Distributor,1,1168.86,1168.86,0.19,222.08
CUST-00056,100248,2024-10-10,Smartphones,Asia,In-Store,2,410.48,820.96,0.35,287.34
CUST-00056,100247,2024-11-15,Accessories,Asia,Distributor,1,67.11,67.11,0.32,21.48
CUST-00057,100254,2023-02-17,Accessories,Africa,In-Store,1,120.82,120.82,0.29,35.04
CUST-00057,100253,2023-03-21,Laptops,Africa,In-Store,1,1219.27,1219.27,0.32,390.17
CUST-00057,100252,2023-05-19,Accessories,Africa,Online,2,46.67,93.34,0.21,19.6
CUST-00058,100260,2023-06-08,Laptops,Europe,In-Store,3,1439.08,4317.24,0.16,690.76
CUST-00058,100259,2023-08-28,Laptops,Europe,Distributor,1,1148.78,1148.78,0.32,367.61
CUST-00058,100258,2023-09-18,Laptops,Europe,In-Store,3,1776.82,5330.46,0.4,2132.18
CUST-00058,100257,2024-01-07,Accessories,Europe,In-Store,2,55.2,110.4,0.34,37.54
CUST-00058,100256,2024-01-24,Accessories,Europe,In-Store,1,63.47,63.47,0.17,10.79
CUST-00058,100255,2024-04-10,Wearables,Europe,In-Store,1,208.24,208.24,0.32,66.64
CUST-00059,100261,2024-10-27,Laptops,Europe,Distributor,3,1326.39,3979.17,0.42,1671.25
CUST-00060,100268,2024-04-10,Wearables,North America,In-Store,1,189.38,189.38,0.23,43.56
CUST-00060,100267,2024-06-10,Smartphones,North America,In-Store,1,737.14,737.14,0.42,309.6
CUST-00060,100266,2024-07-30,Laptops,North America,Distributor,1,729.19,729.19,0.2,145.84
CUST-00060,100265,2024-09-05,Smartphones,North America,In-Store,2,410.4,820.8,0.18,147.74
CUST-00060,100264,2024-11-06,Smartphones,North America,Online,2,563.99,1127.98,0.24,270.72
CUST-00060,100263,2024-12-27,Smartphones,North America,Online,2,1064.18,2128.36,0.27,574.66
CUST-00060,100262,2025-02-11,Laptops,North America,Online,2,1585.85,3171.7,0.45,1427.26
CUST-00061,100271,2024-05-17,Laptops,Europe,In-Store,3,1743.3,5229.9,0.38,1987.36
CUST-00061,100270,2024-07-23,Wearables,Europe,Online,2,327.63,655.26,0.26,170.37
CUST-00061,100269,2024-09-12,Laptops,Europe,Online,3,737.65,2212.95,0.4,885.18
CUST-00062,100272,2024-02-11,Smartphones,Africa,Online,2,852.62,1705.24,0.45,767.36
CUST-00063,100280,2022-01-13,Laptops,Europe,In-Store,1,990.05,990.05,0.23,227.71
CUST-00063,100279,2022-04-23,Accessories,Europe,In-Store,2,113.63,227.26,0.18,40.91
CUST-00063,100278,2022-08-17,Wearables,Europe,Online,2,101.5,203.0,0.27,54.81
CUST-00063,100277,2022-10-11,Wearables,Europe,Online,2,249.49,498.98,0.39,194.6
CUST-00063,100276,2023-01-03,Accessories,Europe,Distributor,1,109.86,109.86,0.35,38.45
CUST-00063,100275,2023-02-15,Laptops,Europe,In-Store,3,1163.87,3491.61,0.19,663.41
CUST-00063,100274,2023-03-23,Laptops,Europe,Distributor,2,1396.83,2793.66,0.23,642.54
CUST-00063,100273,2023-04-15,Wearables,Europe,Distributor,1,235.13,235.13,0.3,70.54
CUST-00064,100288,2023-07-17,Smartphones,Asia,Online,1,787.0,787.0,0.23,181.01
